ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,holidays,holidays_lower,holidays_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,zero_oil_production,zero_oil_production_lower,zero_oil_production_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2016-01-21,143.7502386264294,62.43652883001218,224.48602659213316,128.17122933497527,157.78931204699464,0.0,0.0,0.0,-0.009023290000023696,-0.009023290000023696,-0.009023290000023696,-0.009023290000023696,-0.009023290000023696,-0.009023290000023696,0.0,0.0,0.0,0.0,0.0,0.0,142.45313853573052
2016-01-22,143.68645806181598,66.18323291315585,228.81592300410307,127.88846457364802,157.8071614659412,0.0,0.0,0.0,0.019765755268910827,0.019765755268910827,0.019765755268910827,0.019765755268910827,0.019765755268910827,0.019765755268910827,0.0,0.0,0.0,0.0,0.0,0.0,146.52652942732246
2016-01-23,143.62267749720257,70.32187056392074,229.15539594547246,127.52918989922422,157.82720662170254,0.0,0.0,0.0,0.037871455841678746,0.037871455841678746,0.037871455841678746,0.037871455841678746,0.037871455841678746,0.037871455841678746,0.0,0.0,0.0,0.0,0.0,0.0,149.06187738590157
2016-01-24,143.5588969325892,58.96878498906544,226.9152490191348,127.24356486556512,157.85253457640243,0.0,0.0,0.0,0.014836595999815605,0.014836595999815605,0.014836595999815605,0.014836595999815605,0.014836595999815605,0.014836595999815605,0.0,0.0,0.0,0.0,0.0,0.0,145.6888222885572
2016-01-25,143.49511636797578,58.7371384953567,220.69240279041483,127.09682760478678,157.959060943107,0.0,0.0,0.0,-0.015047066601315032,-0.015047066601315032,-0.015047066601315032,-0.015047066601315032,-0.015047066601315032,-0.015047066601315032,0.0,0.0,0.0,0.0,0.0,0.0,141.3359357950234
2016-01-26,143.43133580336237,61.215434580907896,219.08538233759242,126.95562928266988,158.04380470941587,0.0,0.0,0.0,-0.012347686327494719,-0.012347686327494719,-0.012347686327494719,-0.012347686327494719,-0.012347686327494719,-0.012347686327494719,0.0,0.0,0.0,0.0,0.0,0.0,141.6602906593289
2016-01-27,143.36755523874896,58.00519670612565,214.70965713489272,126.65782429836284,158.02767890357902,0.0,0.0,0.0,-0.0360557641815192,-0.0360557641815192,-0.0360557641815192,-0.0360557641815192,-0.0360557641815192,-0.0360557641815192,0.0,0.0,0.0,0.0,0.0,0.0,138.1983284757797
2016-01-28,143.30377467413555,58.59614577992777,220.09029109981446,126.36929193657274,158.1188114548865,0.0,0.0,0.0,-0.009023290000006942,-0.009023290000006942,-0.009023290000006942,-0.009023290000006942,-0.009023290000006942,-0.009023290000006942,0.0,0.0,0.0,0.0,0.0,0.0,142.01070315715518
2016-01-29,143.23999410952217,62.416077595138084,229.1267521710458,126.08357847278569,158.27637025408782,0.0,0.0,0.0,0.019765755268901165,0.019765755268901165,0.019765755268901165,0.019765755268901165,0.019765755268901165,0.019765755268901165,0.0,0.0,0.0,0.0,0.0,0.0,146.07124077780983
2016-01-30,143.17621354490876,68.78393062550504,231.02757709298882,125.7783896625204,158.31100573389975,0.0,0.0,0.0,0.03787145584168012,0.03787145584168012,0.03787145584168012,0.03787145584168012,0.03787145584168012,0.03787145584168012,0.0,0.0,0.0,0.0,0.0,0.0,148.59850519375374
2016-01-31,143.11243298029535,60.53195397673097,218.96675599965798,125.48500548378055,158.41622198122872,0.0,0.0,0.0,0.014836595999865938,0.014836595999865938,0.014836595999865938,0.014836595999865938,0.014836595999865938,0.014836595999865938,0.0,0.0,0.0,0.0,0.0,0.0,145.2357343309819
2016-02-01,143.04865241568194,58.59313975674344,220.75380258478873,125.24040227458697,158.5791543947188,0.0,0.0,0.0,-0.015047066601295603,-0.015047066601295603,-0.015047066601295603,-0.015047066601295603,-0.015047066601295603,-0.015047066601295603,0.0,0.0,0.0,0.0,0.0,0.0,140.8961898155576
2016-02-02,142.98487185106856,58.601419102657054,216.88022523949428,125.0466725283951,158.74358968396683,0.0,0.0,0.0,-0.012347686327498327,-0.012347686327498327,-0.012347686327498327,-0.012347686327498327,-0.012347686327498327,-0.012347686327498327,0.0,0.0,0.0,0.0,0.0,0.0,141.21933950387404
2016-02-03,142.92109128645515,60.42472446540046,218.95831990880114,124.86128695043392,158.8664712383203,0.0,0.0,0.0,-0.03605576418152702,-0.03605576418152702,-0.03605576418152702,-0.03605576418152702,-0.03605576418152702,-0.03605576418152702,0.0,0.0,0.0,0.0,0.0,0.0,137.76796212246424
2016-02-04,142.85731072184174,59.04876105334757,221.82697482106835,124.68836337675947,158.81278771226957,0.0,0.0,0.0,-0.009023289999990188,-0.009023289999990188,-0.009023289999990188,-0.009023289999990188,-0.009023289999990188,-0.009023289999990188,0.0,0.0,0.0,0.0,0.0,0.0,141.56826777857987
2016-02-05,142.79353015722833,69.5146174805623,228.81827677114677,124.5282354543379,158.9406734317519,0.0,0.0,0.0,0.01976575526888718,0.01976575526888718,0.01976575526888718,0.01976575526888718,0.01976575526888718,0.01976575526888718,0.0,0.0,0.0,0.0,0.0,0.0,145.61595212829658
2016-02-06,142.72974959261492,63.38581714036849,232.50743174952962,124.29192471827153,158.9864715276321,0.0,0.0,0.0,0.03787145584166025,0.03787145584166025,0.03787145584166025,0.03787145584166025,0.03787145584166025,0.03787145584166025,0.0,0.0,0.0,0.0,0.0,0.0,148.13513300160287
2016-02-07,142.66596902800154,58.23690529815105,229.48812868612544,124.0006931221282,158.98931755893815,0.0,0.0,0.0,0.0148365959998049,0.0148365959998049,0.0148365959998049,0.0148365959998049,0.0148365959998049,0.0148365959998049,0.0,0.0,0.0,0.0,0.0,0.0,144.7826463733907
2016-02-08,142.60218846338813,58.41653770302066,220.92084274486606,123.80486926927261,159.0580886798715,0.0,0.0,0.0,-0.015047066601313462,-0.015047066601313462,-0.015047066601313462,-0.015047066601313462,-0.015047066601313462,-0.015047066601313462,0.0,0.0,0.0,0.0,0.0,0.0,140.45644383608646
2016-02-09,142.53840789877472,61.30560829411644,220.72925208225055,123.64036870082103,159.25074210674953,0.0,0.0,0.0,-0.01234768632751881,-0.01234768632751881,-0.01234768632751881,-0.01234768632751881,-0.01234768632751881,-0.01234768632751881,0.0,0.0,0.0,0.0,0.0,0.0,140.7783883484167
2016-02-10,142.4746273341613,55.533470591121535,222.47156870265837,123.31506444569646,159.39362419502245,0.0,0.0,0.0,-0.03605576418152108,-0.03605576418152108,-0.03605576418152108,-0.03605576418152108,-0.03605576418152108,-0.03605576418152108,0.0,0.0,0.0,0.0,0.0,0.0,137.33759576915068
2016-02-11,142.41084676954793,56.933342153020675,224.88942316451676,123.01822491520838,159.40416846250804,0.0,0.0,0.0,-0.009023290000037931,-0.009023290000037931,-0.009023290000037931,-0.009023290000037931,-0.009023290000037931,-0.009023290000037931,0.0,0.0,0.0,0.0,0.0,0.0,141.12583239999532
2016-02-12,142.34706620493452,65.12046766369123,235.66038891128883,122.93021202241155,159.41471272999362,0.0,0.0,0.0,0.01976575526887752,0.01976575526887752,0.01976575526887752,0.01976575526887752,0.01976575526887752,0.01976575526887752,0.0,0.0,0.0,0.0,0.0,0.0,145.16066347878396
2016-02-13,142.2832856403211,66.31567145150458,239.34772189740406,122.64962774038553,159.43457386552237,0.0,0.0,0.0,0.037871455841640374,0.037871455841640374,0.037871455841640374,0.037871455841640374,0.037871455841640374,0.037871455841640374,0.0,0.0,0.0,0.0,0.0,0.0,147.67176080945205
2016-02-14,142.21950507570767,59.96158532335575,224.53903247848473,122.36427237028317,159.54275028765642,0.0,0.0,0.0,0.014836595999743862,0.014836595999743862,0.014836595999743862,0.014836595999743862,0.014836595999743862,0.014836595999743862,0.0,0.0,0.0,0.0,0.0,0.0,144.32955841579945
2016-02-15,142.15572451109432,63.36511309112252,222.8182083367783,122.13378480411419,159.65092670979058,0.0,0.0,0.0,-0.015047066601331321,-0.015047066601331321,-0.015047066601331321,-0.015047066601331321,-0.015047066601331321,-0.015047066601331321,0.0,0.0,0.0,0.0,0.0,0.0,140.01669785661537
