ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2016-06-29,2771.787151873449,-12140.503054446235,-6328.707203445689,1899.2770463454765,3643.426381354159,-4.3321664234168455,-4.3321664234168455,-4.3321664234168455,-4.3321664234168455,-4.3321664234168455,-4.3321664234168455,0.0,0.0,0.0,-9236.056080330916
2016-06-30,2763.193332688642,-839.3116843051724,-430.6799673407634,1872.3976293286044,3648.939636598411,-1.2300152281847625,-1.2300152281847625,-1.2300152281847625,-1.2300152281847625,-1.2300152281847625,-1.2300152281847625,0.0,0.0,0.0,-635.5765449369924
2016-07-01,2754.5995135038334,5161.236416646652,10233.154891561704,1846.4097894874046,3660.866475667172,1.7952821990908205,1.7952821990908205,1.7952821990908205,1.7952821990908205,1.7952821990908205,1.7952821990908205,0.0,0.0,0.0,7699.8829857215
2016-07-02,2746.0056943190248,10351.602726026666,20908.561797863633,1818.1567358583768,3672.382285432604,4.693460041825942,4.693460041825942,4.693460041825942,4.693460041825942,4.693460041825942,4.693460041825942,0.0,0.0,0.0,15634.273695231868
2016-07-03,2737.4118751342176,15117.41028438149,31016.507788371608,1795.9504695624335,3684.7654907571778,7.417498444984381,7.417498444984381,7.417498444984381,7.417498444984381,7.417498444984381,7.417498444984381,0.0,0.0,0.0,23042.16020222406
2016-07-04,2728.81805594941,19333.05774200734,40374.4525344819,1769.6773908422688,3695.7297066916744,9.924622669611683,9.924622669611683,9.924622669611683,9.924622669611683,9.924622669611683,9.924622669611683,0.0,0.0,0.0,29811.307595270606
2016-07-05,2720.2242367646027,22858.9828695573,48857.90356358314,1734.7376183268723,3707.760916316726,12.177199033852263,12.177199033852263,12.177199033852263,12.177199033852263,12.177199033852263,12.177199033852263,0.0,0.0,0.0,35844.936184556034
2016-07-06,2711.630417579794,25858.97879167713,56312.40731141929,1707.5952141487257,3718.584480847212,14.143506245784561,14.143506245784561,14.143506245784561,14.143506245784561,14.143506245784561,14.143506245784561,0.0,0.0,0.0,41063.59216487901
2016-07-07,2703.0365983949855,28315.144280483808,62527.75931410281,1685.5894066790675,3722.2529286186136,15.79836392488264,15.79836392488264,15.79836392488264,15.79836392488264,15.79836392488264,15.79836392488264,0.0,0.0,0.0,45406.59248211581
2016-07-08,2694.4427792101783,30091.09996871481,67523.10999312843,1660.3265201567442,3725.699969825189,17.123603763035593,17.123603763035593,17.123603763035593,17.123603763035593,17.123603763035593,17.123603763035593,0.0,0.0,0.0,48833.01329257767
2016-07-09,2685.848960025371,31193.62379585686,71278.07327709688,1632.4584062111708,3730.2011032016007,18.1083727941736,18.1083727941736,18.1083727941736,18.1083727941736,18.1083727941736,18.1083727941736,0.0,0.0,0.0,51322.20319700826
